kind,sheet,nm_key,display,source,month,vladimir_old_raw,vladimir_new_raw,delta_raw,planning_03,rounded_new_24,diff_03_minus_rounded
old_raw_ne_new_raw,Gremlin,861386823,861386823,Gremlin,2026-05,190.0,200.0,10.0,198.0,216,-18.0
old_raw_ne_new_raw,Gremlin,861386823,861386823,Gremlin,2026-06,210.0,190.0,-20.0,216.0,192,24.0
old_raw_ne_new_raw,Gremlin,861386823,861386823,Gremlin,2026-08,170.0,210.0,40.0,180.0,216,-36.0
old_raw_ne_new_raw,Gremlin,861386832,861386832,Gremlin,2026-05,280.0,278.0,-2.0,288.0,288,0.0
old_raw_ne_new_raw,Gremlin,861386832,861386832,Gremlin,2026-06,340.0,280.0,-60.0,360.0,288,72.0
old_raw_ne_new_raw,Gremlin,861386832,861386832,Gremlin,2026-08,340.0,300.0,-40.0,360.0,312,48.0
old_raw_ne_new_raw,Gremlin,861386832,861386832,Gremlin,2026-09,330.0,340.0,10.0,360.0,360,0.0
old_raw_ne_new_raw,Gremlin,890476336,890476336,Gremlin,2026-05,300.0,0.0,-300.0,336.0,0.0,336.0
old_raw_ne_new_raw,Gremlin,890476336,890476336,Gremlin,2026-08,220.0,330.0,110.0,240.0,336,-96.0
old_raw_ne_new_raw,Gremlin,890476336,890476336,Gremlin,2026-09,190.0,220.0,30.0,192.0,240,-48.0
old_raw_ne_new_raw,Gremlin,890476345,890476345,Gremlin,2026-05,230.0,0.0,-230.0,240.0,0.0,240.0
old_raw_ne_new_raw,Gremlin,890476345,890476345,Gremlin,2026-08,170.0,250.0,80.0,192.0,264,-72.0
old_raw_ne_new_raw,Gremlin,890476345,890476345,Gremlin,2026-09,150.0,170.0,20.0,192.0,192,0.0
old_raw_ne_new_raw,Gremlin,890476348,890476348,Gremlin,2026-05,490.0,0.0,-490.0,528.0,0.0,528.0
old_raw_ne_new_raw,Gremlin,890476348,890476348,Gremlin,2026-08,370.0,540.0,170.0,384.0,552,-168.0
old_raw_ne_new_raw,Gremlin,890476348,890476348,Gremlin,2026-09,320.0,370.0,50.0,336.0,384,-48.0
old_raw_ne_new_raw,Gremlin,890476371,890476371,Gremlin,2026-05,170.0,0.0,-170.0,192.0,0.0,192.0
old_raw_ne_new_raw,Gremlin,890476371,890476371,Gremlin,2026-06,180.0,170.0,-10.0,192.0,192,0.0
old_raw_ne_new_raw,Gremlin,890476372,890476372,Gremlin,2026-05,170.0,0.0,-170.0,180.0,0.0,180.0
old_raw_ne_new_raw,Gremlin,890476372,890476372,Gremlin,2026-06,210.0,170.0,-40.0,216.0,192,24.0
old_raw_ne_new_raw,Gremlin,890476372,890476372,Gremlin,2026-09,200.0,190.0,-10.0,204.0,192,12.0
old_raw_ne_new_raw,Gremlin,890476374,890476374,Gremlin,2026-05,100.0,0.0,-100.0,102.0,0.0,102.0
old_raw_ne_new_raw,Gremlin,890476379,890476379,Gremlin,2026-05,330.0,0.0,-330.0,342.0,0.0,342.0
old_raw_ne_new_raw,Gremlin,890476379,890476379,Gremlin,2026-06,420.0,330.0,-90.0,432.0,336,96.0
old_raw_ne_new_raw,Gremlin,890476379,890476379,Gremlin,2026-08,390.0,360.0,-30.0,396.0,360,36.0
old_raw_ne_new_raw,Gremlin,890476379,890476379,Gremlin,2026-09,380.0,390.0,10.0,396.0,408,-12.0
old_raw_ne_new_raw,Gremlin,890476397,890476397,Gremlin,2026-05,120.0,0.0,-120.0,130.0,0.0,130.0
old_raw_ne_new_raw,Gremlin,890476397,890476397,Gremlin,2026-06,150.0,120.0,-30.0,156.0,120,36.0
old_raw_ne_new_raw,Gremlin,890476397,890476397,Gremlin,2026-08,140.0,130.0,-10.0,143.0,144,-1.0
old_raw_ne_new_raw,Gremlin,890476406,890476406,Gremlin,2026-05,280.0,0.0,-280.0,280.0,0.0,280.0
old_raw_ne_new_raw,Gremlin,890476406,890476406,Gremlin,2026-08,290.0,220.0,-70.0,294.0,240,54.0
old_raw_ne_new_raw,Gremlin,890476406,890476406,Gremlin,2026-09,220.0,290.0,70.0,224.0,312,-88.0
old_raw_ne_new_raw,Gremlin,890476414,890476414,Gremlin,2026-05,290.0,0.0,-290.0,296.0,0.0,296.0
old_raw_ne_new_raw,Gremlin,890476414,890476414,Gremlin,2026-06,370.0,290.0,-80.0,376.0,312,64.0
old_raw_ne_new_raw,Gremlin,890476414,890476414,Gremlin,2026-08,350.0,330.0,-20.0,352.0,336,16.0
old_raw_ne_new_raw,Gremlin,890476415,890476415,Gremlin,2026-05,320.0,0.0,-320.0,322.0,0.0,322.0
old_raw_ne_new_raw,Gremlin,890476415,890476415,Gremlin,2026-06,380.0,320.0,-60.0,392.0,336,56.0
old_raw_ne_new_raw,Gremlin,890476415,890476415,Gremlin,2026-09,330.0,320.0,-10.0,336.0,336,0.0
old_raw_ne_new_raw,Gremlin,890476420,890476420,Gremlin,2026-05,150.0,0.0,-150.0,192.0,0.0,192.0
old_raw_ne_new_raw,Gremlin,890476420,890476420,Gremlin,2026-08,100.0,160.0,60.0,144.0,168,-24.0
old_raw_ne_new_raw,Gremlin,890476420,890476420,Gremlin,2026-09,90.0,100.0,10.0,96.0,120,-24.0
old_raw_ne_new_raw,Gremlin,890476441,890476441,Gremlin,2026-05,150.0,0.0,-150.0,154.0,0.0,154.0
old_raw_ne_new_raw,Gremlin,890476441,890476441,Gremlin,2026-06,160.0,150.0,-10.0,161.0,168,-7.0
old_raw_ne_new_raw,Gremlin,890476441,890476441,Gremlin,2026-08,160.0,130.0,-30.0,161.0,144,17.0
old_raw_ne_new_raw,Gremlin,890476470,890476470,Gremlin,2026-05,240.0,0.0,-240.0,240.0,0.0,240.0
old_raw_ne_new_raw,Gremlin,890476470,890476470,Gremlin,2026-08,180.0,260.0,80.0,192.0,264,-72.0
old_raw_ne_new_raw,Gremlin,890476470,890476470,Gremlin,2026-09,150.0,180.0,30.0,192.0,192,0.0
old_raw_ne_new_raw,Gremlin,890476490,890476490,Gremlin,2026-05,280.0,0.0,-280.0,280.0,0.0,280.0
old_raw_ne_new_raw,Gremlin,890476490,890476490,Gremlin,2026-06,350.0,280.0,-70.0,350.0,288,62.0
old_raw_ne_new_raw,Gremlin,890476490,890476490,Gremlin,2026-08,320.0,310.0,-10.0,320.0,312,8.0
old_raw_ne_new_raw,Gremlin,890476490,890476490,Gremlin,2026-09,330.0,320.0,-10.0,330.0,336,-6.0
old_raw_ne_new_raw,Gremlin,492883855,492883855,Gremlin,2026-05,2851.0,1459.0,-1392.0,2880.0,1464,1416.0
old_raw_ne_new_raw,Gremlin,492883855,492883855,Gremlin,2026-06,3258.0,2851.0,-407.0,3280.0,2856,424.0
old_raw_ne_new_raw,Gremlin,492883855,492883855,Gremlin,2026-08,1188.0,1306.0,118.0,1200.0,1320,-120.0
old_raw_ne_new_raw,Gremlin,492883855,492883855,Gremlin,2026-09,1153.0,1188.0,35.0,1200.0,1200,0.0
old_raw_ne_new_raw,Gremlin,915645339,915645339,Gremlin,2026-05,340.0,0.0,-340.0,351.0,0.0,351.0
old_raw_ne_new_raw,Gremlin,915645339,915645339,Gremlin,2026-06,390.0,340.0,-50.0,405.0,360,45.0
old_raw_ne_new_raw,Gremlin,915645339,915645339,Gremlin,2026-08,440.0,430.0,-10.0,459.0,432,27.0
old_raw_ne_new_raw,Gremlin,915645339,915645339,Gremlin,2026-09,490.0,440.0,-50.0,513.0,456,57.0
old_raw_ne_new_raw,Gremlin,915651041,915651041,Gremlin,2026-05,180.0,0.0,-180.0,182.0,0.0,182.0
old_raw_ne_new_raw,Gremlin,915651041,915651041,Gremlin,2026-09,220.0,190.0,-30.0,224.0,192,32.0
old_raw_ne_new_raw,Gremlin,915654383,915654383,Gremlin,2026-05,510.0,0.0,-510.0,528.0,0.0,528.0
old_raw_ne_new_raw,Gremlin,915654383,915654383,Gremlin,2026-08,510.0,580.0,70.0,528.0,600,-72.0
old_raw_ne_new_raw,Gremlin,915654383,915654383,Gremlin,2026-09,560.0,510.0,-50.0,572.0,528,44.0
old_raw_ne_new_raw,Gremlin,915657151,915657151,Gremlin,2026-05,130.0,0.0,-130.0,132.0,0.0,132.0
old_raw_ne_new_raw,Gremlin,915657151,915657151,Gremlin,2026-06,120.0,130.0,10.0,121.0,144,-23.0
old_raw_ne_new_raw,Gremlin,915657151,915657151,Gremlin,2026-09,150.0,140.0,-10.0,154.0,144,10.0
old_raw_ne_new_raw,Gremlin,117898026,117898026,Gremlin,2026-06,253.0,0.0,-253.0,255.0,0.0,255.0
old_raw_ne_new_raw,Gremlin,117898026,117898026,Gremlin,2026-09,172.0,161.0,-11.0,180.0,168,12.0
old_raw_ne_new_raw,Gremlin,117898028,117898028,Gremlin,2026-06,253.0,0.0,-253.0,255.0,0.0,255.0
old_raw_ne_new_raw,Gremlin,117898028,117898028,Gremlin,2026-09,172.0,161.0,-11.0,180.0,168,12.0
old_raw_ne_new_raw,Gremlin,312092267,312092267,Gremlin,2026-05,1586.0,506.0,-1080.0,1590.0,528,1062.0
old_raw_ne_new_raw,Gremlin,312092267,312092267,Gremlin,2026-06,868.0,1586.0,718.0,870.0,1608,-738.0
old_raw_ne_new_raw,Gremlin,312095680,312095680,Gremlin,2026-09,295.0,277.0,-18.0,300.0,288,12.0
old_raw_ne_new_raw,Gremlin,313454432,313454432,Gremlin,2026-05,0.0,318.0,318.0,0.0,336,-336.0
old_raw_ne_new_raw,Gremlin,313454432,313454432,Gremlin,2026-08,678.0,409.0,-269.0,680.0,432,248.0
old_raw_ne_new_raw,Gremlin,313454432,313454432,Gremlin,2026-09,770.0,678.0,-92.0,800.0,696,104.0
old_raw_ne_new_raw,Gremlin,314747934,314747934,Gremlin,2026-05,689.0,580.0,-109.0,700.0,600,100.0
old_raw_ne_new_raw,Gremlin,314747934,314747934,Gremlin,2026-06,467.0,689.0,222.0,480.0,696,-216.0
old_raw_ne_new_raw,Gremlin,314749803,314749803,Gremlin,2026-05,640.0,414.0,-226.0,640.0,432,208.0
old_raw_ne_new_raw,Gremlin,314749803,314749803,Gremlin,2026-06,528.0,640.0,112.0,540.0,648,-108.0
old_raw_ne_new_raw,Gremlin,321586570,321586570,Gremlin,2026-05,811.0,589.0,-222.0,816.0,600,216.0
old_raw_ne_new_raw,Gremlin,321586570,321586570,Gremlin,2026-06,467.0,811.0,344.0,468.0,816,-348.0
old_raw_ne_new_raw,Gremlin,321586570,321586570,Gremlin,2026-08,500.0,489.0,-11.0,504.0,504,0.0
old_raw_ne_new_raw,Gremlin,321586570,321586570,Gremlin,2026-09,578.0,500.0,-78.0,588.0,504,84.0
old_raw_ne_new_raw,Gremlin,321597576,321597576,Gremlin,2026-05,640.0,455.0,-185.0,648.0,456,192.0
old_raw_ne_new_raw,Gremlin,321597576,321597576,Gremlin,2026-06,517.0,640.0,123.0,528.0,648,-120.0
old_raw_ne_new_raw,Gremlin,321597576,321597576,Gremlin,2026-08,381.0,375.0,-6.0,384.0,384,0.0
old_raw_ne_new_raw,Gremlin,321597576,321597576,Gremlin,2026-09,438.0,381.0,-57.0,444.0,384,60.0
old_raw_ne_new_raw,Gremlin,321611695,321611695,Gremlin,2026-05,782.0,442.0,-340.0,792.0,456,336.0
old_raw_ne_new_raw,Gremlin,321611695,321611695,Gremlin,2026-06,379.0,782.0,403.0,384.0,792,-408.0
old_raw_ne_new_raw,Gremlin,321611695,321611695,Gremlin,2026-08,372.0,360.0,-12.0,372.0,360,12.0
old_raw_ne_new_raw,Gremlin,321611695,321611695,Gremlin,2026-09,430.0,372.0,-58.0,432.0,384,48.0
old_raw_ne_new_raw,Gremlin,323089439,323089439,Gremlin,2026-05,534.0,478.0,-56.0,540.0,480,60.0
old_raw_ne_new_raw,Gremlin,323089439,323089439,Gremlin,2026-06,295.0,534.0,239.0,300.0,552,-252.0
old_raw_ne_new_raw,Gremlin,323089439,323089439,Gremlin,2026-08,378.0,356.0,-22.0,384.0,360,24.0
old_raw_ne_new_raw,Gremlin,323089439,323089439,Gremlin,2026-09,411.0,378.0,-33.0,420.0,384,36.0
old_raw_ne_new_raw,Gremlin,336435693,336435693,Gremlin,2026-05,1000.0,448.0,-552.0,1008.0,456,552.0
old_raw_ne_new_raw,Gremlin,336435693,336435693,Gremlin,2026-06,400.0,1000.0,600.0,408.0,1008,-600.0
old_raw_ne_new_raw,Gremlin,336435693,336435693,Gremlin,2026-09,529.0,437.0,-92.0,552.0,456,96.0
old_raw_ne_new_raw,Gremlin,336451054,336451054,Gremlin,2026-05,598.0,417.0,-181.0,600.0,432,168.0
old_raw_ne_new_raw,Gremlin,336451054,336451054,Gremlin,2026-06,443.0,598.0,155.0,480.0,600,-120.0
old_raw_ne_new_raw,Gremlin,336451054,336451054,Gremlin,2026-09,333.0,274.0,-59.0,360.0,288,72.0
old_raw_ne_new_raw,Gremlin,336455125,336455125,Gremlin,2026-05,682.0,517.0,-165.0,720.0,528,192.0
old_raw_ne_new_raw,Gremlin,336455125,336455125,Gremlin,2026-06,511.0,682.0,171.0,520.0,696,-176.0
old_raw_ne_new_raw,Gremlin,336455125,336455125,Gremlin,2026-09,425.0,345.0,-80.0,440.0,360,80.0
old_raw_ne_new_raw,Gremlin,424774838,424774838,Gremlin,2026-05,747.0,620.0,-127.0,760.0,624,136.0
old_raw_ne_new_raw,Gremlin,424774838,424774838,Gremlin,2026-06,408.0,747.0,339.0,420.0,768,-348.0
old_raw_ne_new_raw,Gremlin,424774838,424774838,Gremlin,2026-09,506.0,410.0,-96.0,520.0,432,88.0
old_raw_ne_new_raw,Gremlin,424775930,424775930,Gremlin,2026-05,477.0,718.0,241.0,480.0,720,-240.0
old_raw_ne_new_raw,Gremlin,424775930,424775930,Gremlin,2026-06,465.0,477.0,12.0,480.0,480,0.0
old_raw_ne_new_raw,Gremlin,424775930,424775930,Gremlin,2026-09,576.0,471.0,-105.0,580.0,480,100.0
old_raw_ne_new_raw,Gremlin,43746155,43746155,Gremlin,2026-05,511.0,0.0,-511.0,525.0,0.0,525.0
old_raw_ne_new_raw,Gremlin,43746155,43746155,Gremlin,2026-06,323.0,511.0,188.0,350.0,528,-178.0
old_raw_ne_new_raw,Gremlin,43746155,43746155,Gremlin,2026-08,226.0,231.0,5.0,245.0,240,5.0
old_raw_ne_new_raw,Gremlin,43746155,43746155,Gremlin,2026-09,247.0,226.0,-21.0,280.0,240,40.0
old_raw_ne_new_raw,Gremlin,44619983,44619983,Gremlin,2026-08,862.0,499.0,-363.0,900.0,504,396.0
old_raw_ne_new_raw,Gremlin,44619983,44619983,Gremlin,2026-09,989.0,862.0,-127.0,1000.0,864,136.0
old_raw_ne_new_raw,Gremlin,499624899,499624899,Gremlin,2026-05,265.0,212.0,-53.0,270.0,216,54.0
old_raw_ne_new_raw,Gremlin,499624899,499624899,Gremlin,2026-06,218.0,265.0,47.0,240.0,288,-48.0
old_raw_ne_new_raw,Gremlin,499629142,499629142,Gremlin,2026-05,553.0,325.0,-228.0,570.0,336,234.0
old_raw_ne_new_raw,Gremlin,499629142,499629142,Gremlin,2026-06,299.0,553.0,254.0,300.0,576,-276.0
old_raw_ne_new_raw,Gremlin,529887348,529887348,Gremlin,2026-05,0.0,6.0,6.0,0.0,24,-24.0
old_raw_ne_new_raw,Gremlin,529887348,529887348,Gremlin,2026-06,253.0,0.0,-253.0,255.0,0.0,255.0
old_raw_ne_new_raw,Gremlin,529887348,529887348,Gremlin,2026-09,172.0,161.0,-11.0,180.0,168,12.0
old_raw_ne_new_raw,Gremlin,58452308,58452308,Gremlin,2026-05,621.0,580.0,-41.0,640.0,600,40.0
old_raw_ne_new_raw,Gremlin,58452308,58452308,Gremlin,2026-06,339.0,621.0,282.0,340.0,624,-284.0
old_raw_ne_new_raw,Gremlin,59730914,59730914,Gremlin,2026-08,498.0,340.0,-158.0,500.0,360,140.0
old_raw_ne_new_raw,Gremlin,59730914,59730914,Gremlin,2026-09,632.0,498.0,-134.0,650.0,504,146.0
old_raw_ne_new_raw,Gremlin,59743424,59743424,Gremlin,2026-08,471.0,290.0,-181.0,500.0,312,188.0
old_raw_ne_new_raw,Gremlin,59743424,59743424,Gremlin,2026-09,529.0,471.0,-58.0,550.0,480,70.0
old_raw_ne_new_raw,Gremlin,59743647,59743647,Gremlin,2026-08,471.0,290.0,-181.0,500.0,312,188.0
old_raw_ne_new_raw,Gremlin,59743647,59743647,Gremlin,2026-09,529.0,471.0,-58.0,550.0,480,70.0
old_raw_ne_new_raw,Gremlin,758048932,758048932,Gremlin,2026-05,0.0,302.0,302.0,0.0,312,-312.0
old_raw_ne_new_raw,Gremlin,758048932,758048932,Gremlin,2026-08,186.0,244.0,58.0,189.0,264,-75.0
old_raw_ne_new_raw,Gremlin,758048943,758048943,Gremlin,2026-05,0.0,347.0,347.0,0.0,360,-360.0
old_raw_ne_new_raw,Gremlin,758048943,758048943,Gremlin,2026-08,213.0,280.0,67.0,216.0,288,-72.0
old_raw_ne_new_raw,Gremlin,758048951,758048951,Gremlin,2026-05,0.0,276.0,276.0,0.0,288,-288.0
old_raw_ne_new_raw,Gremlin,758048951,758048951,Gremlin,2026-08,161.0,207.0,46.0,161.0,216,-55.0
old_raw_ne_new_raw,Gremlin,932861126,932861126,Gremlin,2026-06,410.0,0.0,-410.0,432.0,0.0,432.0
old_raw_ne_new_raw,Gremlin,932861126,932861126,Gremlin,2026-08,440.0,410.0,-30.0,456.0,432,24.0
old_raw_ne_new_raw,Gremlin,942807244,942807244,Gremlin,2026-06,6590.0,0.0,-6590.0,6600.0,0.0,6600.0
old_raw_ne_new_raw,Gremlin,942807244,942807244,Gremlin,2026-08,6150.0,6500.0,350.0,6150.0,6504,-354.0
old_raw_ne_new_raw,Gremlin,942807244,942807244,Gremlin,2026-09,6950.0,6150.0,-800.0,7050.0,6168,882.0
old_raw_ne_new_raw,Gremlin,942809156,942809156,Gremlin,2026-06,1950.0,0.0,-1950.0,2000.0,0.0,2000.0
old_raw_ne_new_raw,Gremlin,942809156,942809156,Gremlin,2026-08,1550.0,1650.0,100.0,1600.0,1656,-56.0
old_raw_ne_new_raw,Gremlin,942809156,942809156,Gremlin,2026-09,1700.0,1550.0,-150.0,1700.0,1560,140.0
old_raw_ne_new_raw,Gremlin,942865447,942865447,Gremlin,2026-06,460.0,0.0,-460.0,468.0,0.0,468.0
old_raw_ne_new_raw,Gremlin,942865447,942865447,Gremlin,2026-08,450.0,360.0,-90.0,468.0,360,108.0
old_raw_ne_new_raw,Gremlin,942865447,942865447,Gremlin,2026-09,550.0,450.0,-100.0,576.0,456,120.0
old_raw_ne_new_raw,Gremlin,942865448,942865448,Gremlin,2026-06,410.0,0.0,-410.0,432.0,0.0,432.0
old_raw_ne_new_raw,Gremlin,942865448,942865448,Gremlin,2026-08,580.0,410.0,-170.0,612.0,432,180.0
old_raw_ne_new_raw,Gremlin,942865448,942865448,Gremlin,2026-09,650.0,580.0,-70.0,684.0,600,84.0
old_raw_ne_new_raw,Gremlin,942865449,942865449,Gremlin,2026-06,270.0,0.0,-270.0,276.0,0.0,276.0
old_raw_ne_new_raw,Gremlin,942865449,942865449,Gremlin,2026-08,250.0,240.0,-10.0,252.0,240,12.0
old_raw_ne_new_raw,Gremlin,942865449,942865449,Gremlin,2026-09,260.0,250.0,-10.0,264.0,264,0.0
old_raw_ne_new_raw,Gremlin,942865450,942865450,Gremlin,2026-06,340.0,0.0,-340.0,360.0,0.0,360.0
old_raw_ne_new_raw,Gremlin,942865450,942865450,Gremlin,2026-08,310.0,300.0,-10.0,312.0,312,0.0
old_raw_ne_new_raw,Gremlin,942865450,942865450,Gremlin,2026-09,320.0,310.0,-10.0,336.0,312,24.0
old_raw_ne_new_raw,Gremlin,942865451,942865451,Gremlin,2026-06,240.0,0.0,-240.0,240.0,0.0,240.0
old_raw_ne_new_raw,Gremlin,942865451,942865451,Gremlin,2026-08,230.0,220.0,-10.0,240.0,240,0.0
old_raw_ne_new_raw,Gremlin,942865451,942865451,Gremlin,2026-09,260.0,230.0,-30.0,264.0,240,24.0
old_raw_ne_new_raw,Gremlin,942865452,942865452,Gremlin,2026-06,210.0,0.0,-210.0,216.0,0.0,216.0
old_raw_ne_new_raw,Gremlin,942865452,942865452,Gremlin,2026-09,240.0,190.0,-50.0,240.0,192,48.0
old_raw_ne_new_raw,Gremlin,942865453,942865453,Gremlin,2026-06,240.0,0.0,-240.0,240.0,0.0,240.0
old_raw_ne_new_raw,Gremlin,942865453,942865453,Gremlin,2026-08,240.0,230.0,-10.0,240.0,240,0.0
old_raw_ne_new_raw,Gremlin,942865454,942865454,Gremlin,2026-06,280.0,0.0,-280.0,288.0,0.0,288.0
